"","ID","Description","GeneRatio","BgRatio","pvalue","neg_log10_FDR","qvalue","geneID","Count"
"hsa04024","hsa04024","cAMP signaling pathway",0.0434782608695652,"226/8850",0.329156190955187,0.213024904752334,0.522160929349641,"673/5290",2
"hsa05010","hsa05010","Alzheimer disease",0.0652173913043478,"391/8850",0.332215306471651,0.213024904752334,0.522160929349641,"9776/673/5290",3
"hsa04810","hsa04810","Regulation of actin cytoskeleton",0.0434782608695652,"230/8850",0.336819294294672,0.213024904752334,0.522160929349641,"673/5290",2
"hsa04721","hsa04721","Synaptic vesicle cycle",0.0217391304347826,"79/8850",0.338683122406091,0.213024904752334,0.522160929349641,"245972",1
"hsa03083","hsa03083","Polycomb repressive complex",0.0217391304347826,"83/8850",0.352449954366925,0.213024904752334,0.522160929349641,"8314",1
"hsa04610","hsa04610","Complement and coagulation cascades",0.0217391304347826,"88/8850",0.369264719456419,0.213024904752334,0.522160929349641,"2153",1
"hsa05235","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",0.0217391304347826,"90/8850",0.375870359631192,0.213024904752334,0.522160929349641,"5290",1
"hsa05132","hsa05132","Salmonella infection",0.0434782608695652,"251/8850",0.376617950168756,0.213024904752334,0.522160929349641,"79026/5290",2
"hsa04662","hsa04662","B cell receptor signaling pathway",0.0217391304347826,"91/8850",0.379147752719887,0.213024904752334,0.522160929349641,"5290",1
"hsa04520","hsa04520","Adherens junction",0.0217391304347826,"93/8850",0.385652109953655,0.213024904752334,0.522160929349641,"4233",1
"hsa05222","hsa05222","Small cell lung cancer",0.0217391304347826,"93/8850",0.385652109953655,0.213024904752334,0.522160929349641,"5290",1
"hsa05323","hsa05323","Rheumatoid arthritis",0.0217391304347826,"94/8850",0.38887924286928,0.213024904752334,0.522160929349641,"245972",1
"hsa04713","hsa04713","Circadian entrainment",0.0217391304347826,"97/8850",0.398461462753194,0.213024904752334,0.522160929349641,"6261",1
"hsa04070","hsa04070","Phosphatidylinositol signaling system",0.0217391304347826,"98/8850",0.401622752906668,0.213024904752334,0.522160929349641,"5290",1
"hsa04666","hsa04666","Fc gamma R-mediated phagocytosis",0.0217391304347826,"98/8850",0.401622752906668,0.213024904752334,0.522160929349641,"5290",1
"hsa04640","hsa04640","Hematopoietic cell lineage",0.0217391304347826,"99/8850",0.404767788711775,0.213024904752334,0.522160929349641,"3815",1
"hsa04750","hsa04750","Inflammatory mediator regulation of TRP channels",0.0217391304347826,"99/8850",0.404767788711775,0.213024904752334,0.522160929349641,"5290",1
"hsa05231","hsa05231","Choline metabolism in cancer",0.0217391304347826,"99/8850",0.404767788711775,0.213024904752334,0.522160929349641,"5290",1
"hsa05410","hsa05410","Hypertrophic cardiomyopathy",0.0217391304347826,"99/8850",0.404767788711775,0.213024904752334,0.522160929349641,"7273",1
"hsa04916","hsa04916","Melanogenesis",0.0217391304347826,"101/8850",0.411009423782505,0.213024904752334,0.522160929349641,"3815",1
"hsa04933","hsa04933","AGE-RAGE signaling pathway in diabetic complications",0.0217391304347826,"101/8850",0.411009423782505,0.213024904752334,0.522160929349641,"5290",1
"hsa05142","hsa05142","Chagas disease",0.0217391304347826,"103/8850",0.41718701697189,0.213024904752334,0.522160929349641,"5290",1
"hsa05146","hsa05146","Amoebiasis",0.0217391304347826,"103/8850",0.41718701697189,0.213024904752334,0.522160929349641,"5290",1
"hsa04137","hsa04137","Mitophagy - animal",0.0217391304347826,"105/8850",0.423301210921854,0.213024904752334,0.522160929349641,"9101",1
"hsa05414","hsa05414","Dilated cardiomyopathy",0.0217391304347826,"105/8850",0.423301210921854,0.213024904752334,0.522160929349641,"7273",1
"hsa05020","hsa05020","Prion disease",0.0434782608695652,"278/8850",0.42637887117465,0.213024904752334,0.522160929349641,"5290/6261",2
"hsa04066","hsa04066","HIF-1 signaling pathway",0.0217391304347826,"109/8850",0.435341940213597,0.213024904752334,0.522160929349641,"5290",1
"hsa04620","hsa04620","Toll-like receptor signaling pathway",0.0217391304347826,"109/8850",0.435341940213597,0.213024904752334,0.522160929349641,"5290",1
"hsa04931","hsa04931","Insulin resistance",0.0217391304347826,"109/8850",0.435341940213597,0.213024904752334,0.522160929349641,"5290",1
"hsa04725","hsa04725","Cholinergic synapse",0.0217391304347826,"115/8850",0.452943246662398,0.213024904752334,0.522160929349641,"5290",1
"hsa04726","hsa04726","Serotonergic synapse",0.0217391304347826,"115/8850",0.452943246662398,0.213024904752334,0.522160929349641,"673",1
"hsa04928","hsa04928","Parathyroid hormone synthesis, secretion and action",0.0217391304347826,"115/8850",0.452943246662398,0.213024904752334,0.522160929349641,"673",1
"hsa04670","hsa04670","Leukocyte transendothelial migration",0.0217391304347826,"116/8850",0.455824140841394,0.213024904752334,0.522160929349641,"5290",1
"hsa03082","hsa03082","ATP-dependent chromatin remodeling",0.0217391304347826,"117/8850",0.458690191851389,0.213024904752334,0.522160929349641,"57492",1
"hsa05022","hsa05022","Pathways of neurodegeneration - multiple diseases",0.0652173913043478,"483/8850",0.46284975212092,0.213024904752334,0.522160929349641,"9776/673/6261",3
"hsa04668","hsa04668","TNF signaling pathway",0.0217391304347826,"119/8850",0.464378063137032,0.213024904752334,0.522160929349641,"5290",1
"hsa04071","hsa04071","Sphingolipid signaling pathway",0.0217391304347826,"122/8850",0.472800403997058,0.213024904752334,0.522160929349641,"5290",1
"hsa04152","hsa04152","AMPK signaling pathway",0.0217391304347826,"122/8850",0.472800403997058,0.213024904752334,0.522160929349641,"5290",1
"hsa04660","hsa04660","T cell receptor signaling pathway",0.0217391304347826,"122/8850",0.472800403997058,0.213024904752334,0.522160929349641,"5290",1
"hsa04935","hsa04935","Growth hormone synthesis, secretion and action",0.0217391304347826,"122/8850",0.472800403997058,0.213024904752334,0.522160929349641,"5290",1
"hsa04611","hsa04611","Platelet activation",0.0217391304347826,"126/8850",0.483828927184016,0.206556194066324,0.529996599739445,"5290",1
"hsa04926","hsa04926","Relaxin signaling pathway",0.0217391304347826,"130/8850",0.494631656468196,0.20048269040918,0.537460543530807,"5290",1
"hsa04142","hsa04142","Lysosome",0.0217391304347826,"132/8850",0.499949765048375,0.199326557434269,0.53889322043109,"245972",1
"hsa04270","hsa04270","Vascular smooth muscle contraction",0.0217391304347826,"134/8850",0.505213114001939,0.198238842992517,0.540244599768155,"673",1
"hsa04210","hsa04210","Apoptosis",0.0217391304347826,"136/8850",0.510422254775372,0.197851563128233,0.540726574971099,"5290",1
"hsa00190","hsa00190","Oxidative phosphorylation",0.0217391304347826,"138/8850",0.515577733386886,0.197851563128233,0.540726574971099,"245972",1
"hsa04371","hsa04371","Apelin signaling pathway",0.0217391304347826,"140/8850",0.520680090478627,0.197851563128233,0.540726574971099,"6261",1
"hsa04120","hsa04120","Ubiquitin mediated proteolysis",0.0217391304347826,"142/8850",0.525729861368385,0.197851563128233,0.540726574971099,"672",1
"hsa04380","hsa04380","Osteoclast differentiation",0.0217391304347826,"142/8850",0.525729861368385,0.197851563128233,0.540726574971099,"5290",1
"hsa04550","hsa04550","Signaling pathways regulating pluripotency of stem cells",0.0217391304347826,"144/8850",0.530727576100826,0.197045190506946,0.541731497136409,"5290",1
"hsa04921","hsa04921","Oxytocin signaling pathway",0.0217391304347826,"154/8850",0.554953496201821,0.185161261555631,0.556759986774262,"6261",1
"hsa04148","hsa04148","Efferocytosis",0.0217391304347826,"157/8850",0.561979611650271,0.185161261555631,0.556759986774262,"1788",1
"hsa04218","hsa04218","Cellular senescence",0.0217391304347826,"157/8850",0.561979611650271,0.185161261555631,0.556759986774262,"5290",1
"hsa04932","hsa04932","Non-alcoholic fatty liver disease",0.0217391304347826,"157/8850",0.561979611650271,0.185161261555631,0.556759986774262,"5290",1
"hsa05014","hsa05014","Amyotrophic lateral sclerosis",0.0434782608695652,"371/8850",0.580493013008208,0.174266483397403,0.570903616327704,"9776/2066",2
"hsa04630","hsa04630","JAK-STAT signaling pathway",0.0217391304347826,"168/8850",0.586825728950807,0.172712852529829,0.572949605688049,"5290",1
"hsa05164","hsa05164","Influenza A",0.0217391304347826,"172/8850",0.595514386888206,0.169465455338668,0.577249841133588,"5290",1
"hsa05034","hsa05034","Alcoholism",0.0217391304347826,"188/8850",0.628516428894207,0.149154314458648,0.604887991717733,"673",1
"hsa04613","hsa04613","Neutrophil extracellular trap formation",0.0217391304347826,"192/8850",0.636346268009205,0.148621135430304,0.605631062743358,"5290",1
"hsa05202","hsa05202","Transcriptional misregulation in cancer",0.0217391304347826,"193/8850",0.638278362219367,0.148621135430304,0.605631062743358,"4233",1
"hsa05167","hsa05167","Kaposi sarcoma-associated herpesvirus infection",0.0217391304347826,"196/8850",0.644014589424203,0.147783244587697,0.606800643697445,"5290",1
"hsa05130","hsa05130","Pathogenic Escherichia coli infection",0.0217391304347826,"203/8850",0.65705526705775,0.145695049853409,0.609725316143329,"9871",1
"hsa05169","hsa05169","Epstein-Barr virus infection",0.0217391304347826,"203/8850",0.65705526705775,0.145695049853409,0.609725316143329,"5290",1
"hsa05415","hsa05415","Diabetic cardiomyopathy",0.0217391304347826,"205/8850",0.660694541789685,0.145695049853409,0.609725316143329,"5290",1
"hsa05170","hsa05170","Human immunodeficiency virus 1 infection",0.0217391304347826,"213/8850",0.674877573457783,0.14199134929007,0.614947341186093,"5290",1
"hsa05207","hsa05207","Chemical carcinogenesis - receptor activation",0.0217391304347826,"215/8850",0.678331704897923,0.14199134929007,0.614947341186093,"5290",1
"hsa05417","hsa05417","Lipid and atherosclerosis",0.0217391304347826,"216/8850",0.680045282381964,0.14199134929007,0.614947341186093,"5290",1
"hsa05166","hsa05166","Human T-cell leukemia virus 1 infection",0.0217391304347826,"223/8850",0.691792787661132,0.137458142169808,0.621399837337718,"5290",1
"hsa05163","hsa05163","Human cytomegalovirus infection",0.0217391304347826,"226/8850",0.696697283910648,0.137275742907259,0.621660873757846,"5290",1
"hsa04820","hsa04820","Cytoskeleton in muscle cells",0.0217391304347826,"232/8850",0.706278314770429,0.134215717724459,0.626056544303603,"7273",1
"hsa04714","hsa04714","Thermogenesis",0.0217391304347826,"235/8850",0.710957158694608,0.134215717724459,0.626056544303603,"57492",1
"hsa05171","hsa05171","Coronavirus disease - COVID-19",0.0217391304347826,"238/8850",0.715563065872009,0.134215717724459,0.626056544303603,"5290",1
"hsa05131","hsa05131","Shigellosis",0.0217391304347826,"249/8850",0.731845172203579,0.127515857308694,0.635789600702637,"5290",1
"hsa04144","hsa04144","Endocytosis",0.0217391304347826,"252/8850",0.736125147063522,0.127515857308694,0.635789600702637,"9101",1
"hsa05016","hsa05016","Huntington disease",0.0217391304347826,"311/8850",0.807922786055814,0.0898727086310335,0.693356464063991,"9776",1
"hsa04740","hsa04740","Olfactory transduction",0.0217391304347826,"453/8850",0.911372013972563,0.0403043116806019,0.777185994593525,"120065",1
