"","ID","Description","GeneRatio","BgRatio","pvalue","neg_log10_FDR","qvalue","geneID","Count"
"hsa05219","hsa05219","Bladder cancer",0.0204081632653061,"41/8843",0.000147763164122397,2.40347917246153,0.00295526328244794,"999/1026/1029/1956/3845/4893/5925/9252/7157",9
"hsa04915","hsa04915","Estrogen signaling pathway",0.0408163265306122,"139/8843",0.000178036170756695,2.3603256708311,0.00326399646387275,"108/109/84699/1956/2911/3320/3708/3710/3845/3886/4893/4988/5241/5290/23236/4846/2550/8202",18
"hsa05414","hsa05414","Dilated cardiomyopathy",0.0340136054421769,"105/8843",0.000205886763406193,2.33196759545361,0.00348423753456634,"108/109/488/775/781/9254/785/1837/3690/6262/6546/7273/1756/284217/7171",15
"hsa05225","hsa05225","Hepatocellular carcinoma",0.0453514739229025,"170/8843",0.00029582490806003,2.20674596705346,0.00464867712665762,"324/8289/196528/8312/29117/1026/1029/1499/1956/3480/9817/3845/4780/4893/5290/5336/5728/5925/6597/7157",20
"hsa05214","hsa05214","Glioma",0.0272108843537415,"76/8843",0.000344409404389151,2.17066892692302,0.00505133793104088,"1026/1029/1956/3480/3845/4893/5290/5336/5728/5925/7157/5156",12
"hsa04723","hsa04723","Retrograde endocannabinoid signaling",0.0408163265306122,"149/8843",0.00042530006582037,2.10707720231737,0.00584787590503009,"108/109/775/2554/2559/2565/2567/10681/2891/2893/2911/3708/3710/23236/11343/2558/2890/5602",18
"hsa01521","hsa01521","EGFR tyrosine kinase inhibitor resistance",0.0272108843537415,"80/8843",0.00055837410880342,2.01517631864416,0.00722601787863249,"1956/3480/3716/3845/4763/4893/3084/80310/5290/5336/5728/5156",12
"hsa04540","hsa04540","Gap junction",0.0294784580498866,"92/8843",0.000600161195745249,2.00865726260683,0.00733530350355305,"108/109/1956/2911/3358/3708/3710/3845/4893/80310/23236/7082/5156",13
"hsa04730","hsa04730","Long-term depression",0.0226757369614512,"60/8843",0.00068583044728958,1.9741895089272,0.00794119465282671,"2891/2911/3480/3708/3710/3845/4893/23236/1394/2890",10
"hsa05033","hsa05033","Nicotine addiction",0.018140589569161,"41/8843",0.000800967659332996,1.92906768431961,0.00881064425266296,"2554/2559/2565/2567/2891/2893/2558/2890",8
"hsa04713","hsa04713","Circadian entrainment",0.0294784580498866,"97/8843",0.000999100593785614,1.85426274724031,0.0104667681253731,"108/109/775/10681/2891/2893/3708/3710/4544/23236/9252/6262/2890",13
"hsa01522","hsa01522","Endocrine resistance",0.0294784580498866,"99/8843",0.00121137819840489,1.81010075235678,0.0115870958108294,"108/109/1026/1029/1956/3480/3845/4893/5290/5925/7157/5602/8202",13
"hsa05410","hsa05410","Hypertrophic cardiomyopathy",0.0294784580498866,"99/8843",0.00121137819840489,1.81010075235678,0.0115870958108294,"488/775/781/9254/785/1837/3690/6262/6546/7273/1756/284217/7171",13
"hsa04261","hsa04261","Adrenergic signaling in cardiomyocytes",0.0385487528344671,"154/8843",0.00168301933036164,1.71332537343289,0.0144793803666104,"108/109/146/480/488/775/781/9254/785/84699/23236/9252/6262/6546/491/493/7171",17
"hsa05032","hsa05032","Morphine addiction",0.0272108843537415,"91/8843",0.00178206832263745,1.71332537343289,0.0144793803666104,"108/109/2554/2559/2565/2567/10681/4988/10846/5139/2550/2558",12
"hsa04934","hsa04934","Cushing syndrome",0.0385487528344671,"155/8843",0.00180585162118997,1.71332537343289,0.0144793803666104,"108/109/324/8312/775/1026/1029/84699/1499/1956/3708/3710/5087/23236/5925/1394/4297",17
"hsa04724","hsa04724","Glutamatergic synapse",0.0317460317460317,"116/8843",0.00182399148311453,1.71332537343289,0.0144793803666104,"108/109/775/10681/2891/2893/2899/2900/2911/3708/3710/23236/9229/2890",14
"hsa04380","hsa04380","Osteoclast differentiation",0.036281179138322,"142/8843",0.00184283022847768,1.71332537343289,0.0144793803666104,"488/2355/3551/3690/3708/3710/3716/3932/3937/11025/4689/5290/5336/10326/3554/5602",16
"hsa04024","hsa04024","cAMP signaling pathway",0.0498866213151927,"226/8843",0.00199679205997414,1.71189822699085,0.0145270397010813,"108/109/480/488/775/1261/84699/2737/2891/2893/10846/5139/5290/51196/5465/6262/491/493/1394/2550/2890/5602",22
"hsa05163","hsa05163","Human cytomegalovirus infection",0.0498866213151927,"226/8843",0.00199679205997414,1.71189822699085,0.0145270397010813,"108/109/811/1026/1029/84699/1499/1956/10681/3551/3690/3708/3710/3716/3845/4893/5290/23236/5925/7157/3554/5156",22
"hsa05216","hsa05216","Thyroid cancer",0.0158730158730159,"37/8843",0.00204699195787964,1.71189822699085,0.0145270397010813,"999/1026/1499/3845/4893/4914/7157",7
"hsa05222","hsa05222","Small cell lung cancer",0.0272108843537415,"93/8843",0.00215084498578745,1.70419353656401,0.0147870592772887,"1026/1287/3551/3909/3911/22798/3915/5290/5728/5925/7157/284217",12
"hsa03083","hsa03083","Polycomb repressive complex",0.0249433106575964,"83/8843",0.00262534519200829,1.63098019500824,0.0175023012800553,"171023/55252/80816/26053/100532731/3720/1911/7874/8314/54880/55777",11
"hsa05223","hsa05223","Non-small cell lung cancer",0.0226757369614512,"73/8843",0.00317288933995688,1.56167666104218,0.0205304604350151,"238/1026/1029/1956/3845/4893/5290/5336/5925/7157",10
"hsa04925","hsa04925","Aldosterone synthesis and secretion",0.0272108843537415,"98/8843",0.00335154418065274,1.55047576522337,0.0210668491355315,"108/109/480/775/84699/3708/3710/51305/4929/23236/491/493",12
"hsa04750","hsa04750","Inflammatory mediator regulation of TRP channels",0.0272108843537415,"99/8843",0.00364673948854899,1.52605043054743,0.0222856302077994,"108/109/55515/3358/3708/3710/4914/5290/23236/5336/3554/5602",12
"hsa00310","hsa00310","Lysine degradation",0.0204081632653061,"63/8843",0.00377989191827931,1.52321215228044,0.0224317521689389,"55870/79813/58508/55904/2122/64324/63976/29072/4297",9
"hsa04918","hsa04918","Thyroid hormone synthesis",0.0226757369614512,"75/8843",0.0038745753746349,1.52321215228044,0.0224317521689389,"108/109/213/480/84699/3708/3710/4036/23236/7038",10
"hsa04010","hsa04010","MAPK signaling pathway",0.0589569160997732,"300/8843",0.00415565247161117,1.50407805533564,0.0234421421475502,"775/777/781/9254/785/1956/2066/2324/3480/3551/3845/4296/2122/4763/4893/4914/4915/80310/9693/5921/9252/7157/284/3554/5602/5156",26
"hsa04015","hsa04015","Rap1 signaling pathway",0.0453514739229025,"212/8843",0.00449266132636477,1.49360115396549,0.0240145358156547,"108/109/999/1499/1956/2324/3480/3690/3845/3937/9863/4893/80310/5290/23236/51196/9693/26037/284/5156",20
"hsa04727","hsa04727","GABAergic synapse",0.0249433106575964,"89/8843",0.00454653367714206,1.49360115396549,0.0240145358156547,"108/109/775/2554/2559/2565/2567/10681/6538/2550/2558",11
"hsa04929","hsa04929","GnRH secretion",0.0204081632653061,"65/8843",0.00467677634148711,1.49360115396549,0.0240145358156547,"775/348980/3708/3710/3845/4893/5290/23236/2550",9
"hsa05212","hsa05212","Pancreatic cancer",0.0226757369614512,"77/8843",0.00469375018215069,1.49360115396549,0.0240145358156547,"1026/1029/1956/3551/3716/3845/5290/5925/7157/5602",10
"hsa05235","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",0.0249433106575964,"90/8843",0.00495427926295759,1.48012486281024,0.024771396314788,"238/1956/3551/3716/3845/3932/4893/5290/5728/54106/7535",11
"hsa04550","hsa04550","Signaling pathways regulating pluripotency of stem cells",0.0340136054421769,"144/8843",0.0053488874146719,1.45660172656021,0.0261501162495071,"92/324/8312/100532731/1499/3480/3572/3716/3720/7994/3845/4893/5290/5978/463",15
"hsa04720","hsa04720","Long-term potentiation",0.0204081632653061,"67/8843",0.00573105764952575,1.4361757241596,0.0274094061499058,"775/2891/2911/3708/3710/3845/4893/23236/2890",9
"hsa05205","hsa05205","Proteoglycans in cancer",0.0430839002267574,"204/8843",0.00635285476161504,1.40078160087556,0.0297367669692619,"286/287/288/960/1026/1499/1956/2066/3480/3690/3708/3710/3845/4060/4893/5290/51196/5336/7157",19
"hsa05224","hsa05224","Breast cancer",0.0340136054421769,"148/8843",0.00687570947635689,1.37557638907649,0.0315136684333024,"324/8312/1026/1499/1956/2324/3480/3845/4893/5241/5290/5728/5925/7157/8202",15
"hsa04919","hsa04919","Thyroid hormone signaling pathway",0.0294784580498866,"122/8843",0.00763584893099956,1.34776534627692,0.0335977352963981,"480/488/1499/3690/3845/23389/4893/5290/23236/51196/5336/7157/8202",13
"hsa04935","hsa04935","Growth hormone synthesis, secretion and action",0.0294784580498866,"122/8843",0.00763584893099956,1.34776534627692,0.0335977352963981,"108/109/775/84699/1444/3708/3710/3845/4893/5290/23236/5336/5602",13
"hsa04022","hsa04022","cGMP-PKG signaling pathway",0.036281179138322,"166/8843",0.00858329135237671,1.30907943077557,0.0367278849754275,"108/109/146/480/488/775/84699/3708/3710/5139/23236/6546/7225/4846/491/493",16
"hsa04970","hsa04970","Salivary secretion",0.0249433106575964,"97/8843",0.0086811364487374,1.30907943077557,0.0367278849754275,"108/109/146/480/3708/3710/727897/4589/23236/491/493",11
