"","ID","Description","GeneRatio","BgRatio","pvalue","neg_log10_FDR","qvalue","geneID","Count"
"hsa05235","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",0.4,"90/8843",0.00100418676819141,2.54776981386429,0.000725349583848532,"1956/3845",2
"hsa04540","hsa04540","Gap junction",0.4,"92/8843",0.00104909229960028,2.54776981386429,0.000725349583848532,"1956/3845",2
"hsa04520","hsa04520","Adherens junction",0.4,"93/8843",0.00107190549613172,2.54776981386429,0.000725349583848532,"1956/4233",2
"hsa04912","hsa04912","GnRH signaling pathway",0.4,"93/8843",0.00107190549613172,2.54776981386429,0.000725349583848532,"1956/3845",2
"hsa05231","hsa05231","Choline metabolism in cancer",0.4,"99/8843",0.00121382010970792,2.50399114849691,0.000802280121471575,"1956/3845",2
"hsa04137","hsa04137","Mitophagy - animal",0.4,"105/8843",0.00136434068983335,2.46320686605972,0.000881272694389962,"3845/7157",2
"hsa04914","hsa04914","Progesterone-mediated oocyte maturation",0.4,"111/8843",0.00152343100987602,2.42506674345236,0.00096216695360591,"673/3845",2
"hsa04726","hsa04726","Serotonergic synapse",0.4,"115/8843",0.0016342343341901,2.41346054864857,0.000988226809028728,"673/3845",2
"hsa04928","hsa04928","Parathyroid hormone synthesis, secretion and action",0.4,"115/8843",0.0016342343341901,2.41346054864857,0.000988226809028728,"1956/673",2
"hsa04071","hsa04071","Sphingolipid signaling pathway",0.4,"122/8843",0.00183723419259447,2.3807085818066,0.00106563529967886,"3845/7157",2
"hsa04919","hsa04919","Thyroid hormone signaling pathway",0.4,"122/8843",0.00183723419259447,2.3807085818066,0.00106563529967886,"3845/7157",2
"hsa04926","hsa04926","Relaxin signaling pathway",0.4,"130/8843",0.00208334321526648,2.3348862029287,0.00118421614341463,"1956/3845",2
"hsa04650","hsa04650","Natural killer cell mediated cytotoxicity",0.4,"135/8843",0.00224476778582684,2.31317383146698,0.00124492545948153,"673/3845",2
"hsa04210","hsa04210","Apoptosis",0.4,"136/8843",0.00227775250734769,2.31317383146698,0.00124492545948153,"3845/7157",2
"hsa04910","hsa04910","Insulin signaling pathway",0.4,"138/8843",0.00234442043123512,2.31084006506399,0.00125163331695826,"673/3845",2
"hsa04915","hsa04915","Estrogen signaling pathway",0.4,"139/8843",0.0023781033022207,2.31084006506399,0.00125163331695826,"1956/3845",2
"hsa04072","hsa04072","Phospholipase D signaling pathway",0.4,"149/8843",0.00272768590216548,2.2592453516183,0.00140952190159747,"1956/3845",2
"hsa04921","hsa04921","Oxytocin signaling pathway",0.4,"154/8843",0.00291113999046331,2.24094762342458,0.0014701767713557,"1956/3845",2
"hsa04934","hsa04934","Cushing syndrome",0.4,"155/8843",0.00294852119144116,2.24094762342458,0.0014701767713557,"1956/673",2
"hsa04218","hsa04218","Cellular senescence",0.4,"157/8843",0.0030239726589145,2.23951780496022,0.00147502497944528,"3845/7157",2
"hsa04150","hsa04150","mTOR signaling pathway",0.4,"158/8843",0.00306204259621881,2.23951780496022,0.00147502497944528,"673/3845",2
"hsa04360","hsa04360","Axon guidance",0.4,"184/8843",0.004131847591196,2.11668397799512,0.00195719096425074,"3845/4233",2
"hsa05034","hsa05034","Alcoholism",0.4,"188/8843",0.0043100044142482,2.10552914126462,0.00200811249671616,"673/3845",2
"hsa04062","hsa04062","Chemokine signaling pathway",0.4,"193/8843",0.00453774689951794,2.09717730194925,0.00204710386444418,"673/3845",2
"hsa05202","hsa05202","Transcriptional misregulation in cancer",0.4,"193/8843",0.00453774689951794,2.09717730194925,0.00204710386444418,"4233/7157",2
"hsa05167","hsa05167","Kaposi sarcoma-associated herpesvirus infection",0.4,"196/8843",0.00467707602788349,2.09088256558766,0.00207699099922458,"3845/7157",2
"hsa05203","hsa05203","Viral carcinogenesis",0.4,"205/8843",0.00510709010753651,2.05941685740801,0.00223305964216171,"3845/7157",2
"hsa05207","hsa05207","Chemical carcinogenesis - receptor activation",0.4,"215/8843",0.00560592878228365,2.02816371567006,0.0023996807320885,"1956/3845",2
"hsa05417","hsa05417","Lipid and atherosclerosis",0.4,"216/8843",0.00565702513323826,2.02816371567006,0.0023996807320885,"3845/7157",2
"hsa05166","hsa05166","Human T-cell leukemia virus 1 infection",0.4,"223/8843",0.00602084514639765,2.00752847644002,0.00251645230576992,"3845/7157",2
"hsa05131","hsa05131","Shigellosis",0.4,"249/8843",0.0074655544729703,1.92046404327753,0.00307505676232186,"1956/7157",2
"hsa04020","hsa04020","Calcium signaling pathway",0.4,"254/8843",0.00776009503336362,1.9099080213853,0.00315071527670403,"1956/4233",2
"hsa05010","hsa05010","Alzheimer disease",0.4,"391/8843",0.0178421716470802,1.55448765683487,0.00714215914708916,"673/3845",2
"hsa04960","hsa04960","Aldosterone-regulated sodium reabsorption",0.2,"38/8843",0.0213068329929379,1.48349061583776,0.00841059197089654,"3845",1
"hsa04216","hsa04216","Ferroptosis",0.2,"42/8843",0.0235283578786059,1.44640826393876,0.00916028352880113,"7157",1
"hsa05022","hsa05022","Pathways of neurodegeneration - multiple diseases",0.4,"483/8843",0.0266647039715771,1.39797197438517,0.0102410669592117,"673/3845",2
"hsa05144","hsa05144","Malaria",0.2,"50/8843",0.0279593053778339,1.38321190702786,0.0105951051958107,"4233",1
"hsa04370","hsa04370","VEGF signaling pathway",0.2,"60/8843",0.0334753546823725,1.3107654262931,0.0125184844380063,"3845",1
"hsa04213","hsa04213","Longevity regulating pathway - multiple species",0.2,"62/8843",0.0345755533962405,1.30239860648343,0.0127619951018249,"3845",1
"hsa05217","hsa05217","Basal cell carcinoma",0.2,"63/8843",0.0351252769166844,1.30115186713549,0.0127986838967676,"7157",1
